example_id,customer_message,intent,intent_confidence,intent_source,escalation,escalation_confidence,escalation_source,similarity,decision,reason,response
100,... went 0-2 yesterday on both my flights rather publicly express how do we talk privately on the up was on time like always âœˆï¸ðŸ‘,other,0.322111076625905,ml,human,0.5736874202999468,ml,0.9999999999999998,human_review,Intent confidence is below the safety threshold.,I'm sorry you're experiencing this issue. I'm escalating your request to a human support agent who can investigate it and assist you further.
101,necesito ayuda porque no consigo recordar mi seÃ±a,account_app,0.6946231894446473,ml,auto,0.513185933379932,ml,1.0000000000000004,auto,Intent and escalation predictions are confident enough and a similar historical response exists.,Please check the airline app or website for account-related assistance. Account-specific issues may require human support.
102,Please do flights to CLE,booking,0.30037690514432186,ml,auto,0.6451771127309509,ml,1.0,human_review,Intent confidence is below the safety threshold.,I'm sorry you're experiencing this issue. I'm escalating your request to a human support agent who can investigate it and assist you further.
103,How much do I need to pay @JetBlue to get a landing at the same glideslope as a Space Shuttle?,other,0.36482617822140484,ml,auto,0.6050259817854039,ml,1.0,human_review,Intent confidence is below the safety threshold.,I'm sorry you're experiencing this issue. I'm escalating your request to a human support agent who can investigate it and assist you further.
104,Thanks @JetBlue for making my mom cry for an entire 3 hour flight. Worst service ever.,other,0.18866044476425883,ml,human,0.6020318273483857,ml,1.0,human_review,Intent confidence is below the safety threshold.,I'm sorry you're experiencing this issue. I'm escalating your request to a human support agent who can investigate it and assist you further.
105,why is flight 2601 delayed ? Will it get out ?,flight_delay,1.0,rule,auto,0.542931355049919,ml,1.0,auto,Intent and escalation predictions are confident enough and a similar historical response exists.,I'm sorry for the delay. Please check the latest flight status for the most up-to-date information.
106,"Hey, @JetBlue whatâ€™s with the boarding groups? I liked you better when you boarded by seat number on the plane. Whatâ€™s going on?",boarding_airport,1.0,rule,auto,0.6013189279306651,ml,1.0000000000000002,auto,Intent and escalation predictions are confident enough and a similar historical response exists.,Please check your flight information for the recommended airport arrival and boarding time.
107,"Wow, look how @JetBlue greeted my aunt on her way to board a flight back home to the motherland. Itâ€™s the little things people, it can make a world of a difference. â¤ï¸ðŸ™ðŸ¼ https://t.co/3KZ4S3fMYy",other,0.37377218123701167,ml,auto,0.5848495472016748,ml,1.0000000000000009,human_review,Intent confidence is below the safety threshold.,I'm sorry you're experiencing this issue. I'm escalating your request to a human support agent who can investigate it and assist you further.
108,really sad that Jet Blue cannot make sure they follow instructions regarding meet and assist for a 96 year old.,boarding_airport,0.49314404285210317,ml,human,0.5816569528704145,ml,1.0,human_review,Conversation requires human assistance.,I'm sorry you're experiencing this issue. I'm escalating your request to a human support agent who can investigate it and assist you further.
109,JFK-&gt;CLT Flt 219. 1st Officer Scottâ€™s personal announcement to passengers this morning was entertaining. More crew like this :),other,0.3350207586629393,ml,auto,0.6041678853500028,ml,0.9999999999999993,human_review,Intent confidence is below the safety threshold.,I'm sorry you're experiencing this issue. I'm escalating your request to a human support agent who can investigate it and assist you further.
110,"almost missed another flight with you because my ticket had the wrong boarding time again. A digital ticket...shouldnâ€™t it auto update? Also, your gate agent scolded me and told me how I was in the wrong for showing up at the time on my ticket. Whatâ€™s going on? #JetBlue",boarding_airport,1.0,rule,human,0.5996231113887879,ml,1.0,human_review,Conversation requires human assistance.,I'm sorry you're experiencing this issue. I'm escalating your request to a human support agent who can investigate it and assist you further.
111,some flights from SJU to JFK being cancelled... what is the reason to this? I'm afraid mine to PA might get cancelled.,cancellation,0.6901258120876632,ml,auto,0.6089361333657326,ml,1.0000000000000002,auto,Intent and escalation predictions are confident enough and a similar historical response exists.,I can help with general cancellation information. Please check your booking details for the applicable cancellation options.
112,Hey! Have you resumed flights to PSE &amp; BQN?,booking,0.47986632182615974,ml,auto,0.6254365590340223,ml,1.0,auto,Intent and escalation predictions are confident enough and a similar historical response exists.,I can help with general booking information. Please provide the relevant booking details if further assistance is needed.
113,is your online check-in system down or is it just me? Got error. https://t.co/kD4v6W9jj0,account_app,1.0,rule,human,0.6033215166475715,ml,1.0,human_review,Conversation requires human assistance.,I'm sorry you're experiencing this issue. I'm escalating your request to a human support agent who can investigate it and assist you further.
114,What a time management @JetBlue waiting on jfk for last 12 hours and flight keep on delaying,flight_delay,1.0,rule,human,0.6108855847043415,ml,1.0,human_review,Conversation requires human assistance.,I'm sorry you're experiencing this issue. I'm escalating your request to a human support agent who can investigate it and assist you further.
115,"hard to have 2hr delay for 283 at jfk and have to wait for catering when boarding is complete. Great Gate 8 crew, though!",boarding_airport,1.0,rule,human,0.5210418501004198,ml,0.26976234488438156,human_review,Conversation requires human assistance.,I'm sorry you're experiencing this issue. I'm escalating your request to a human support agent who can investigate it and assist you further.
116,Hey @JetBlue flight 597 sitting on runway in SEA waiting for gate for last 90 minutes. What's the problem?,flight_status,0.5137700306649916,ml,human,0.6325114949978665,ml,1.0000000000000002,human_review,Conversation requires human assistance.,I'm sorry you're experiencing this issue. I'm escalating your request to a human support agent who can investigate it and assist you further.
117,"Dear @JetBlue, please consider installing bottle-fill water fountains at @125872 #TerminalC. Thanks! #green",boarding_airport,0.4732226198322377,ml,auto,0.612105730910028,ml,1.0,auto,Intent and escalation predictions are confident enough and a similar historical response exists.,Please check your flight information for the recommended airport arrival and boarding time.
118,Can you message me I need you like now @JetBlue ðŸ˜©,booking,0.1560298633821991,ml,human,0.5880526436671425,ml,0.26603801911049335,human_review,Intent confidence is below the safety threshold.,I'm sorry you're experiencing this issue. I'm escalating your request to a human support agent who can investigate it and assist you further.
119,JetBlueâ€™s flyfi is so fast ðŸ˜ðŸ˜ðŸ˜,inflight_services,0.4404939321416065,ml,auto,0.6311412537377485,ml,1.0,auto,Intent and escalation predictions are confident enough and a similar historical response exists.,In-flight services can vary by aircraft and route. Please check the available services for your flight.
120,Not feeling the love@JetBlue 3 hour delay so far &amp; no pilot to fly the plane. Info has been poor. Disappointing. Need to get to work.,flight_delay,1.0,rule,human,0.6121100197176248,ml,1.0,human_review,Conversation requires human assistance.,I'm sorry you're experiencing this issue. I'm escalating your request to a human support agent who can investigate it and assist you further.
121,So glad not a single one of my @JetBlue flights have left on time this trip,flight_delay,0.35638413369154703,ml,auto,0.5909640840316732,ml,1.0,human_review,Intent confidence is below the safety threshold.,I'm sorry you're experiencing this issue. I'm escalating your request to a human support agent who can investigate it and assist you further.
122,steward couldâ€™ve spoken 2 me or my partner who was awake in the aisle seat but chose 2 simply hit me instead WTF?! @86714,inflight_services,0.4086239404833907,ml,human,0.5960815341384464,ml,1.0000000000000004,human_review,Conversation requires human assistance.,I'm sorry you're experiencing this issue. I'm escalating your request to a human support agent who can investigate it and assist you further.
123,No location for Baggage Service Office â€” the wrong zipper pull disappeared! (@ DCA Jet Blue Baggage Claim) https://t.co/nasDwTv9lT,baggage,1.0,rule,auto,0.6024179031428196,ml,1.0000000000000007,auto,Intent and escalation predictions are confident enough and a similar historical response exists.,Baggage allowances and fees depend on your flight and fare. Please check your booking details for the applicable baggage policy.
124,Wow first time a airline didnt allow early boarding for veterans &amp;denied when asked.MBJ- JFK today at 2pm gate 16. spread the word,boarding_airport,1.0,rule,human,0.5914106156686225,ml,1.0,human_review,Conversation requires human assistance.,I'm sorry you're experiencing this issue. I'm escalating your request to a human support agent who can investigate it and assist you further.
125,hi what is the price to documento a suitcase,baggage,0.5743006572672985,ml,auto,0.6153823506507156,ml,1.0,auto,Intent and escalation predictions are confident enough and a similar historical response exists.,Baggage allowances and fees depend on your flight and fare. Please check your booking details for the applicable baggage policy.
126,I would be sitting in a @JetBlue seat with a busted tv monitor - delayed flight now this #justmyluck,inflight_services,1.0,rule,human,0.653562340724293,ml,1.0,human_review,Conversation requires human assistance.,I'm sorry you're experiencing this issue. I'm escalating your request to a human support agent who can investigate it and assist you further.
127,"if I use my JB card on a partner airline, do I still earn 3X the points?",loyalty_rewards,0.6565073961456572,ml,auto,0.5919940273359635,ml,1.0000000000000002,auto,Intent and escalation predictions are confident enough and a similar historical response exists.,You can earn and use loyalty points according to the airline's loyalty program rules.
128,Pretty upset @JetBlue didn't give me my free checked bag that's promised with the jet blue credit card,baggage,1.0,rule,human,0.5986004134139324,ml,0.23773625754647282,human_review,Conversation requires human assistance.,I'm sorry you're experiencing this issue. I'm escalating your request to a human support agent who can investigate it and assist you further.
129,what time of the year would your flights for end of June/early July 2018 be released?,booking,0.5025286037585374,ml,auto,0.6443195250875998,ml,1.0000000000000002,auto,Intent and escalation predictions are confident enough and a similar historical response exists.,I can help with general booking information. Please provide the relevant booking details if further assistance is needed.
130,How can I get a receipt for cancellation fee?  I tried to get receipt from website but it showed what I originally purchased. Thanks!,refund,0.7438123570077478,ml,auto,0.5215305597431562,ml,1.0000000000000007,auto,Intent and escalation predictions are confident enough and a similar historical response exists.,Refund eligibility depends on the booking and fare conditions. Please check your booking details for the applicable refund options.
131,how early should i be at the SJU airport for a 9am flight out with handicapped passengers?,boarding_airport,1.0,rule,auto,0.604711803886604,ml,1.0000000000000002,auto,Intent and escalation predictions are confident enough and a similar historical response exists.,Please check your flight information for the recommended airport arrival and boarding time.
132,on flight 997 asked for a drink three times and someone keeps forgetting us. Care to help out?,inflight_services,0.3741886868090886,ml,human,0.6302728433776955,ml,1.0,human_review,Intent confidence is below the safety threshold.,I'm sorry you're experiencing this issue. I'm escalating your request to a human support agent who can investigate it and assist you further.
133,Where did evening flight 760 PHL--&gt;BOS go? Is this no longer? â˜¹ï¸,booking,0.4043300949387645,ml,auto,0.6115403521354987,ml,1.0,auto,Intent and escalation predictions are confident enough and a similar historical response exists.,I can help with general booking information. Please provide the relevant booking details if further assistance is needed.
134,Thank you JetBlue for cancelling my flight yesterday and then sending every JetBlue Employee home so thereâ€™s no one to speak to. ðŸ¤™ðŸ»,other,1.0,rule,human,0.5508342923424465,ml,0.24054279707724238,human_review,Conversation requires human assistance.,I'm sorry you're experiencing this issue. I'm escalating your request to a human support agent who can investigate it and assist you further.
135,when will the rest of June 2018 flights be released?,booking,0.4762303100679712,ml,auto,0.6519261660138554,ml,1.0,auto,Intent and escalation predictions are confident enough and a similar historical response exists.,I can help with general booking information. Please provide the relevant booking details if further assistance is needed.
136,"Sent boarding pass to my phone, but also want to print out. Boarding pass button now inactive and can't access. How can I print?",boarding_airport,1.0,rule,auto,0.5669734709809483,ml,1.0,auto,Intent and escalation predictions are confident enough and a similar historical response exists.,Please check your flight information for the recommended airport arrival and boarding time.
137,why are you delaying every flight I'm on? Flight #785,flight_delay,1.0,rule,auto,0.5552416242436597,ml,1.0,auto,Intent and escalation predictions are confident enough and a similar historical response exists.,I'm sorry for the delay. Please check the latest flight status for the most up-to-date information.
138,status for flight 238 out of MCO???,inflight_services,0.1376817606782443,ml,auto,0.6075963218260845,ml,0.21388528827732578,human_review,Intent confidence is below the safety threshold.,I'm sorry you're experiencing this issue. I'm escalating your request to a human support agent who can investigate it and assist you further.
139,"2/ in this day and age of airline travel i have to say i was floored that @jetblue would waive more than $600 in change fees to help us at a stressful time. i travel all the time, and will loyal to this airline form here on out. not all corporations are faceless.",other,0.3426971358052817,ml,human,0.5467453423227551,ml,1.0,human_review,Intent confidence is below the safety threshold.,I'm sorry you're experiencing this issue. I'm escalating your request to a human support agent who can investigate it and assist you further.
140,"Hey @JetBlue, if I'm logged in, the front page of your site has a ""check in"" link that asks me for my info all over again. Why?",inflight_services,0.12758678103945123,ml,auto,0.5916221763223157,ml,0.2138012048174987,human_review,Intent confidence is below the safety threshold.,I'm sorry you're experiencing this issue. I'm escalating your request to a human support agent who can investigate it and assist you further.
141,I want the $ back I paid for Even More.i was made to wait until Group https://t.co/MFjydmYf0M clearly donâ€™t care about people with document to disabilities,other,0.15248996983895535,ml,human,0.5947159950706682,ml,0.18898963518132497,human_review,Intent confidence is below the safety threshold.,I'm sorry you're experiencing this issue. I'm escalating your request to a human support agent who can investigate it and assist you further.
142,.@JetBlue your in-flight and check in customer service has been rude and inefficient recently. Really disappointing.,account_app,1.0,rule,human,0.597077911334477,ml,0.19360996555825474,human_review,Conversation requires human assistance.,I'm sorry you're experiencing this issue. I'm escalating your request to a human support agent who can investigate it and assist you further.
143,is the @162833 game blacked out on today's flights?,inflight_services,0.14757277785324097,ml,auto,0.6047361281683873,ml,1.0,human_review,Intent confidence is below the safety threshold.,I'm sorry you're experiencing this issue. I'm escalating your request to a human support agent who can investigate it and assist you further.
144,my first flight as Mosaic and the whole plane seemed to board when they called Mosaic. Not feeling that special.,loyalty_rewards,1.0,rule,human,0.591751809113703,ml,0.9999999999999996,human_review,Conversation requires human assistance.,I'm sorry you're experiencing this issue. I'm escalating your request to a human support agent who can investigate it and assist you further.
145,So this was my 1st time with @JetBlue and I absolutely loved it!!!  Such a serious yet friendly airline!! ðŸ›«ðŸ—½ðŸ’œðŸðŸ›¬ #bestairline,other,0.3909453719173395,ml,auto,0.6363081429946313,ml,1.0,human_review,Intent confidence is below the safety threshold.,I'm sorry you're experiencing this issue. I'm escalating your request to a human support agent who can investigate it and assist you further.
146,When i get treated as i deserved i need to let the world know. Thank you @JetBlue #jetblue the agent was great. ðŸ‘ðŸ½ðŸ‘ðŸ½ðŸ‘ðŸ½ https://t.co/BgGI276h9g,other,1.0,rule,auto,0.6331335356191199,ml,0.9999999999999996,auto,General feedback can be handled automatically.,Thanks for contacting support. A support agent can assist with your request.
147,With these new ads on the @429805 Can we get extra points when we use our trueBlue cards to purchase passes and fares on the T? ðŸ˜ƒ https://t.co/dy6VKCldqD,loyalty_rewards,1.0,rule,auto,0.6227159467054186,ml,1.0,auto,Intent and escalation predictions are confident enough and a similar historical response exists.,You can earn and use loyalty points according to the airline's loyalty program rules.
148,"Hi @JetBlue just an FYI, audio plugs shouldn't be broken on a one year old plane (flt 688, 22F)",inflight_services,0.3657871485980953,ml,auto,0.5956857866005936,ml,1.0,human_review,Intent confidence is below the safety threshold.,I'm sorry you're experiencing this issue. I'm escalating your request to a human support agent who can investigate it and assist you further.
149,has free inflight WiFi so Iâ€™m never taking any other airline ever,inflight_services,1.0,rule,auto,0.6381192665957065,ml,1.0,auto,Intent and escalation predictions are confident enough and a similar historical response exists.,In-flight services can vary by aircraft and route. Please check the available services for your flight.
150,you guys have delayed my fight 4 times today and no one can tell me why. Whatâ€™s the deal vro?,flight_delay,1.0,rule,human,0.6088335221569767,ml,1.0,human_review,Conversation requires human assistance.,I'm sorry you're experiencing this issue. I'm escalating your request to a human support agent who can investigate it and assist you further.
151,"whatâ€™s up with no flights to TPA from SJU? Family coming on the 17th, now I have to drive 3 1/2 hours to FLL, to pick them up vs 1 hour to TPA. We are happy to get them out!",flight_delay,0.1506465672710078,ml,auto,0.5425386801195624,ml,0.2286415803226846,human_review,Intent confidence is below the safety threshold.,I'm sorry you're experiencing this issue. I'm escalating your request to a human support agent who can investigate it and assist you further.
152,"Had two great flights on @JetBlue quick, inexpensive and spacious! Thank you for making our trip from Boston to Atl &amp; back enjoyable!",other,1.0,rule,auto,1.0,rule,1.0000000000000007,auto,General feedback can be handled automatically.,Thanks for contacting support. A support agent can assist with your request.
153,can I check in a box as checked baggage?,baggage,1.0,rule,auto,0.5973702593760766,ml,1.0,auto,Intent and escalation predictions are confident enough and a similar historical response exists.,Baggage allowances and fees depend on your flight and fare. Please check your booking details for the applicable baggage policy.
154,you did it again...customer first....customer happy....customer for life! Thank you. #awesomesauce,other,1.0,rule,auto,0.6248017883948289,ml,1.0,auto,General feedback can be handled automatically.,Thanks for contacting support. A support agent can assist with your request.
155,"JetBlue FLL &gt; ORD service tonight is ridiculous. Fl 566 is more than 3 hours late, then we board &amp; deplane?! You know I'm a fan but UGH.",flight_delay,0.38223641387393603,ml,human,0.6199434009322574,ml,1.0,human_review,Intent confidence is below the safety threshold.,I'm sorry you're experiencing this issue. I'm escalating your request to a human support agent who can investigate it and assist you further.
156,"I got a brochure from @JetBlue promising 5,000 miles points if I called them and told them my card number. It's either phishing or stupid.",loyalty_rewards,0.7000587945114548,ml,human,0.5996587781496711,ml,0.9999999999999996,human_review,Conversation requires human assistance.,I'm sorry you're experiencing this issue. I'm escalating your request to a human support agent who can investigate it and assist you further.
157,Thankful to @Jetblue Crew onboard flight 748 and all across the network providing #exceptionalservice today #HappyThankgiving,other,0.3653169961104977,ml,human,0.5651655093041879,ml,0.9999999999999996,human_review,Intent confidence is below the safety threshold.,I'm sorry you're experiencing this issue. I'm escalating your request to a human support agent who can investigate it and assist you further.
158,.@JetBlue why are you selling seats that don't have working TV's? That was the whole point of flying with you.,inflight_services,1.0,rule,human,0.6099659551915656,ml,1.0,human_review,Conversation requires human assistance.,I'm sorry you're experiencing this issue. I'm escalating your request to a human support agent who can investigate it and assist you further.
159,Iâ€™m a standby (10 on the list) on your 3:10 flight from JFK to CHS. Am I going to get bumped?,flight_status,0.5858610619364427,ml,human,0.5249776635402637,ml,1.0,human_review,Conversation requires human assistance.,I'm sorry you're experiencing this issue. I'm escalating your request to a human support agent who can investigate it and assist you further.
160,"yesterday flight was canceled, now a engine test, why load half the people on the plane?",cancellation,0.6875554535804284,ml,human,0.5006484356600122,ml,1.0,human_review,Conversation requires human assistance.,I'm sorry you're experiencing this issue. I'm escalating your request to a human support agent who can investigate it and assist you further.
161,"As much as I usually love @JetBlue, a 2.5 hr delay always sucks âœˆï¸",flight_delay,1.0,rule,human,0.5454970819542782,ml,1.0000000000000002,human_review,Conversation requires human assistance.,I'm sorry you're experiencing this issue. I'm escalating your request to a human support agent who can investigate it and assist you further.
162,easy 2 b mad when tiny markets like #BTV get stuck thanx to #JFK. Greg made missing my connection okay. Heâ€™s so great heâ€™s magic!,inflight_services,1.0,rule,human,0.5968414393617058,ml,0.16544534536810226,human_review,Conversation requires human assistance.,I'm sorry you're experiencing this issue. I'm escalating your request to a human support agent who can investigate it and assist you further.
163,Can you please advise on whats going on with JB 1031? is it ever going to take off? thanx,flight_status,0.563613190600421,ml,human,0.5816475935614287,ml,1.0000000000000004,human_review,Conversation requires human assistance.,I'm sorry you're experiencing this issue. I'm escalating your request to a human support agent who can investigate it and assist you further.
164,Operation @jetblue is a success! The girl has cookies + @28582 while I have #coffee + wifi. Thx to all who suggested we give it a whirl!,inflight_services,1.0,rule,auto,0.6146777926731932,ml,1.0000000000000004,auto,Intent and escalation predictions are confident enough and a similar historical response exists.,In-flight services can vary by aircraft and route. Please check the available services for your flight.
165,I think it's time for a refurb! Seats are gross... https://t.co/GQmhBc984U,booking,0.182906076590526,ml,human,0.5868223108802257,ml,0.18794453200804392,human_review,Intent confidence is below the safety threshold.,I'm sorry you're experiencing this issue. I'm escalating your request to a human support agent who can investigate it and assist you further.
166,canâ€™t access my travel bank on a mobile device. When I click from your FAQ page it takes me to an error page. ðŸ˜•,travel_credit,1.0,rule,human,0.591604748753822,ml,1.0,human_review,Conversation requires human assistance.,I'm sorry you're experiencing this issue. I'm escalating your request to a human support agent who can investigate it and assist you further.
167,our tvs have been like this on our whole 6 hour flight ðŸ˜¢ðŸ’” https://t.co/tkLi4QdL0J,inflight_services,1.0,rule,human,0.564810188274976,ml,1.0,human_review,Conversation requires human assistance.,I'm sorry you're experiencing this issue. I'm escalating your request to a human support agent who can investigate it and assist you further.
168,"please HELP. Arrived in FLL on 1701 over 3 hrs ago, connecting to BOG on AV37 and suitcases not there!!!",baggage,0.610700265980331,ml,human,0.6290089422040467,ml,0.9999999999999998,human_review,Conversation requires human assistance.,I'm sorry you're experiencing this issue. I'm escalating your request to a human support agent who can investigate it and assist you further.
169,"- Hi I'm going to a golf outing, how much does it cost to check my golf clubs on Jet Blue?  What happens if my clubs are damaged during the flight?",baggage,0.5735089234158187,ml,auto,0.5985192626630811,ml,0.9999999999999998,auto,Intent and escalation predictions are confident enough and a similar historical response exists.,Baggage allowances and fees depend on your flight and fare. Please check your booking details for the applicable baggage policy.
170,can you help @721194 make a bicycle donation to Puerto Rico? #100x35 #jetblue #bicyclesastransportation,other,0.36937042761799405,ml,human,0.6191690181018614,ml,1.0,human_review,Intent confidence is below the safety threshold.,I'm sorry you're experiencing this issue. I'm escalating your request to a human support agent who can investigate it and assist you further.
171,When @JetBlue tells you that you can have as many snacks as you want - https://t.co/ytdXjaIE8J,inflight_services,0.3614644031946792,ml,auto,0.603440854815086,ml,1.0,human_review,Intent confidence is below the safety threshold.,I'm sorry you're experiencing this issue. I'm escalating your request to a human support agent who can investigate it and assist you further.
172,Frustrated that if I need to change a trip to Puerto Rico (which is obviously lacking the infrastructure for vacations) I can only use credit for a travel package and not towards JetBlue airfare! Won't use JetBlue vacation packages again!,other,0.17898221499771108,ml,auto,0.5004408204299586,ml,0.2022770293356979,human_review,Intent confidence is below the safety threshold.,I'm sorry you're experiencing this issue. I'm escalating your request to a human support agent who can investigate it and assist you further.
173,whatâ€™s going on with the canceled flights from #Aguadilla #BQN ?  Is there problems with the airport??? Canâ€™t seem to find more information about the cancellation.,boarding_airport,1.0,rule,auto,0.6338636436535197,ml,0.30705460513841826,auto,Intent and escalation predictions are confident enough and a similar historical response exists.,Please check your flight information for the recommended airport arrival and boarding time.
174,Arrived at @2324 via @JetBlue flight #341.... no one knows which belt our bags will be delivered. After 1 hr still no bags...ðŸ˜®,baggage,1.0,rule,human,0.5867780160253113,ml,1.0,human_review,Conversation requires human assistance.,I'm sorry you're experiencing this issue. I'm escalating your request to a human support agent who can investigate it and assist you further.
175,"Just booked a few days to Florida for $80 round trip! I love you, @JetBlue ðŸ˜",booking,0.45687409622072334,ml,human,0.5523643465051142,ml,1.0,human_review,Conversation requires human assistance.,I'm sorry you're experiencing this issue. I'm escalating your request to a human support agent who can investigate it and assist you further.
176,#JetBlue Lost my phone. Staff is not at all supportive. I'm in trouble. Please help.,other,0.16957360013621642,ml,human,0.6081327637109966,ml,0.2753570196240143,human_review,Intent confidence is below the safety threshold.,I'm sorry you're experiencing this issue. I'm escalating your request to a human support agent who can investigate it and assist you further.
177,Don't fly @Jetblue they don't care about their client all they care about is their money #FJB - no one is capable of making things right,other,0.33097548551604256,ml,human,0.611355796396885,ml,1.0,human_review,Intent confidence is below the safety threshold.,I'm sorry you're experiencing this issue. I'm escalating your request to a human support agent who can investigate it and assist you further.
178,"Third time in a row flying @JetBlue and my tv didnâ€™t work, Boston to San Fran with nothing but my thumbs for entertainment. Thanks JetBlue!ðŸ™„",inflight_services,1.0,rule,human,0.5901286631506089,ml,1.0,human_review,Conversation requires human assistance.,I'm sorry you're experiencing this issue. I'm escalating your request to a human support agent who can investigate it and assist you further.
179,"since when is a flight delay ""great news"" ? ðŸ™„ https://t.co/AXd3q6JEae",flight_delay,1.0,rule,auto,0.5648535341352064,ml,1.0,auto,Intent and escalation predictions are confident enough and a similar historical response exists.,I'm sorry for the delay. Please check the latest flight status for the most up-to-date information.
180,seriously I donâ€™t know why I do this to myself. Delayed and I will miss my connection to Bogota. https://t.co/yDExUFprlJ,flight_delay,1.0,rule,human,1.0,rule,1.0,human_review,Conversation requires human assistance.,I'm sorry you're experiencing this issue. I'm escalating your request to a human support agent who can investigate it and assist you further.
181,"My JetBlue account was hacked and all my upcoming trips was cancelled in order to fill up travel bank! Spend hour with representative to fix it, but itâ€™s really disturbing and stressful experience, especially when my trips are work related!",account_app,1.0,rule,human,1.0,rule,1.0,human_review,Conversation requires human assistance.,I'm sorry you're experiencing this issue. I'm escalating your request to a human support agent who can investigate it and assist you further.
182,we would love to share our city guides with your flyers! how can we make this happen?,other,0.3436775744345734,ml,human,0.5457118608883108,ml,0.9999999999999996,human_review,Intent confidence is below the safety threshold.,I'm sorry you're experiencing this issue. I'm escalating your request to a human support agent who can investigate it and assist you further.
183,Flag bandana âœ”ï¸ Treats in mom's purse âœ”ï¸âœ”ï¸  Ready to fly! #bostonbound #jetwithyourpet #JetBlue https://t.co/rrkN6wB23N,other,0.3979184713406189,ml,auto,0.6025993127383048,ml,1.0000000000000002,human_review,Intent confidence is below the safety threshold.,I'm sorry you're experiencing this issue. I'm escalating your request to a human support agent who can investigate it and assist you further.
184,Thanks for humoring me @jetblue! My daughter will be excited to receive her wings &amp; see pic of female #rolemodel: pilot Kristin! #customerservice #girlpower https://t.co/dzSMlgiuIO,other,0.43406840861488144,ml,auto,0.6110318535728188,ml,1.000000000000001,auto,General feedback can be handled automatically.,Thanks for contacting support. A support agent can assist with your request.
185,"1012 from ORD, plane delayed 1+ hr on the runway, now told to deplane. Virtually no other details, other than â€œsee the gate agent.â€ Here is the line to â€œsee the gate agent.â€ How about some basic info/customer service? Weâ€™ve all got nothing but time now, apparently... https://t.co/XGFKDWEG7j",flight_delay,1.0,rule,human,0.6283422721537134,ml,1.0,human_review,Conversation requires human assistance.,I'm sorry you're experiencing this issue. I'm escalating your request to a human support agent who can investigate it and assist you further.
186,fuck your corporation and that racist cracker you hired as a supervisor at the FLL airport!,boarding_airport,1.0,rule,human,0.6002454055632511,ml,0.23535956368678648,human_review,Conversation requires human assistance.,I'm sorry you're experiencing this issue. I'm escalating your request to a human support agent who can investigate it and assist you further.
187,I spent $360 on a flight for next week but Iâ€™m not going anymore so how can I get a refund ??? @JetBlue,refund,1.0,rule,human,0.59551374020113,ml,1.0,human_review,Conversation requires human assistance.,I'm sorry you're experiencing this issue. I'm escalating your request to a human support agent who can investigate it and assist you further.
188,"every time I try to search for a multi-city trip from the website, it redirects me back to the home page. Any advice or suggestions?",account_app,0.6919084525820034,ml,human,0.5942683677581418,ml,1.0,human_review,Conversation requires human assistance.,I'm sorry you're experiencing this issue. I'm escalating your request to a human support agent who can investigate it and assist you further.
189,any engine problems going on with flight 877?,flight_status,0.2970167167887827,ml,auto,0.5898542643403406,ml,1.0,human_review,Intent confidence is below the safety threshold.,I'm sorry you're experiencing this issue. I'm escalating your request to a human support agent who can investigate it and assist you further.
190,Sitting in a hot plain at the terminal for 2 hours delayed and the headphone jack is broke on my seat unreal. Get it together @JetBlue,flight_delay,1.0,rule,human,0.6291146857879352,ml,1.0,human_review,Conversation requires human assistance.,I'm sorry you're experiencing this issue. I'm escalating your request to a human support agent who can investigate it and assist you further.
191,did you guys change up your boarding passes? Have ktn # but precheck isn't on my boarding pass for my flight # 469 tomorrow,boarding_airport,1.0,rule,auto,0.5503672156509781,ml,0.9999999999999998,auto,Intent and escalation predictions are confident enough and a similar historical response exists.,Please check your flight information for the recommended airport arrival and boarding time.
192,thank you so much for the amazing flight and service today â¤ï¸,other,1.0,rule,auto,0.564457156714159,ml,1.0,auto,General feedback can be handled automatically.,Thanks for contacting support. A support agent can assist with your request.
193,I need your help to recover the money of my travel bank I donâ€™t know what happened but I had to have almost 95$but I only have 15$,travel_credit,1.0,rule,human,0.6536988596848503,ml,1.0000000000000004,human_review,Conversation requires human assistance.,I'm sorry you're experiencing this issue. I'm escalating your request to a human support agent who can investigate it and assist you further.
194,"needs more flights from SJU to NYC, canâ€™t buy my uncle a flight!!",booking,0.4387131895403303,ml,auto,0.6230327573120173,ml,0.9999999999999998,auto,Intent and escalation predictions are confident enough and a similar historical response exists.,I can help with general booking information. Please provide the relevant booking details if further assistance is needed.
195,#ontimedeparture #jetblue #cantbelievehes13 #teenager #directflight #nycbound ðŸ—½ @ Jacksonvilleâ€¦ https://t.co/5N4zOGpOrL,other,0.23728357322835034,ml,auto,0.6177433055680168,ml,0.23633513222735428,human_review,Intent confidence is below the safety threshold.,I'm sorry you're experiencing this issue. I'm escalating your request to a human support agent who can investigate it and assist you further.
196,"thank you to you, the crew, and passengers of Friday's flight 1169 into Orlando.  You turned a difficult situation into an adventure.",other,1.0,rule,auto,0.6118843307348438,ml,1.0,auto,General feedback can be handled automatically.,Thanks for contacting support. A support agent can assist with your request.
